IDMonument,MonNumber,MonName,IDMonType,IDState,IDRegion,MonDescription,MonLength,MonWide,MonSquare,MonLayer,IDSquareType,IDSoilType,IDWaterType,IDRiverReliefType,IDLocalReliefForm,MonDateToTheFort,IDArrangementType,FerrousMetallurgy,NonferrousMetallurgy,Agriculture,IDMapNumber,IDCurrentState,Active,Location Specified,MonTatarCodeNumber,IDMonCultureBelonging,AnotherCultureLayers,MonDecimalLatitude,MonDecimalLongitude,MonLatitude,MonLongitude
881,24,"Красно-Каратаевское",1,3,22,"Около б.с. Красные Каратаи на правом берегу Волги, в устье реки Карамалки (Алгашки), на надлуговой террасе, на узком мысу, образованном изгибом реки.",91,34,3094,50,2,,2,3,7,0,2,1,0,0,141,5,1,1,1775,266,266,5.5164252777999998e+01,4.9279175000000002e+01," 55° 9' 51"""," 49° 16' 45"""
848,25,"Кирельское I",2,3,22,"В 1,2 км к ЮЗ от с. Кирельское (пр.б.р. Волги).",,,,20,,,5,1,1,0,2,0,0,0,141,,1,0,1765,233,233,5.5131338888999998e+01,4.9152661111000000e+01," 55° 7' 53"""," 49° 9' 10"""
850,26,"Кирельское II",2,3,22,"В 1,2 км к Ю от с. Кирельское (пр.б.р. Волги) и в 800 м к ЮЗ от Кирельского II городища, на краю коренного берега Волги.",,,,,,,5,7,1,0,2,0,0,0,141,,1,0,1766,235,235,5.5127930556000003e+01,4.9179483333000000e+01," 55° 7' 41"""," 49° 10' 46"""
851,27,"Кирельское III",2,3,22,"У С края горы ""Сокол"", у Ю окраины с. Кирельское, на мысу между оврагами и берегом Волги.",,,,20,,,5,7,5,0,2,1,0,0,141,,1,0,1767,236,236,5.5134086111000002e+01,4.9160213888999998e+01," 55° 8' 3"""," 49° 9' 37"""
847,28,"Кирельское I (Сокол I)",1,3,22,"В 1 км к Ю от п. Куйбышевский затон (пр.б.р. Волги), на горе ""Сокол"", на мысу между двумя оврагами, ограничивающими его площадку с С и Ю.",78,45,3510,,2,,5,7,5,0,2,0,0,0,141,3,1,0,1769,232,232,5.5138141666999999e+01,4.9165694444000003e+01," 55° 8' 17"""," 49° 9' 56"""
849,29,"Кирельское II (Сокол II)",1,3,22,"В 1,2 км к Ю от п. Куйбышевский затон (пр.б.р. Волги) и в 200 м к Ю от Кирельского I городища на мысу коренного берега Волги.",41,35,1435,63,2,,5,7,5,0,2,0,0,0,141,4,1,0,1770,234,234,5.5136513889000000e+01,4.9165297222000000e+01," 55° 8' 11"""," 49° 9' 55"""
814,30,"Камско-Устьинское I  (Обач)",2,3,22,"В 300 м к ЮВ от п. Камское Устье (пр.б.р. Волги), на С краю горы ""Обач"".",500,450,225000,90,8,,2,7,1,0,2,0,0,0,141,,1,1,1763,199,199,5.5200097221999997e+01,4.9294336111000000e+01," 55° 12' 0"""," 49° 17' 40"""
812,31,"Камско-Устьинcкое II (Обач)",2,3,22,"В 800 м к ЮВ от п. Камское Устье (пр.б.р. Волги), к ЮВ за валом городища ""Обач"".",330,140,46200,55,4,,2,7,1,1,2,0,0,0,141,,1,0,1764,197,197,5.5199694444000002e+01,4.9296394444000001e+01," 55° 11' 59"""," 49° 17' 47"""
813,32,"Камско-Устьинское (Обач)",1,3,22,"В 700 м к ЮВ от п. Камское Устье (пр.б.р. Волги) и в 400 м от Камско-Устьинского селища, на мысу между оврагом и коренным берегом Волги.",125,30,3750,,2,,2,7,8,0,2,0,0,0,141,5,1,0,,198,198,5.5201113888999998e+01,4.9297338889000002e+01," 55° 12' 4"""," 49° 17' 50"""
1061,33,"Русско-Буртасское I",1,3,22,"В 500 м к С от с. Русские Буртасы (пр.б.р. Волга), на одном из трех высоких всхолмлений, называемых старожилами ""Каповой горой"". Со всех сторон - крутые высокие склоны.",,,,35,,,2,7,5,0,2,0,0,0,131,4,1,0,1793,446,446,5.5398186111000001e+01,4.9042180555999998e+01," 55° 23' 53"""," 49° 2' 32"""
1062,34,"Русско-Буртасское II",1,3,22,"В 400 м к СВ от с. Русские Буртасы (пр.б.р. Волга) и в 130 м к ЮВ от Русско-Буртасского I городища, на высоком мысу коренной террасы.",,,,,,,2,7,1,0,2,0,0,0,131,4,1,0,1794,447,447,5.5396638889000002e+01,4.9044005556000002e+01," 55° 23' 48"""," 49° 2' 38"""
1200,35,"Теньковское",2,3,22,"В 400 м к С от с. Теньки (л.б.р. Мордовка, л.пр.р. Шарманка, пр.пр.р. Волги) и в 20 м к В от городища.",150,80,12000,10,3,,2,7,1,1,2,0,0,0,130,,1,0,1808,585,585,5.5447086110999997e+01,4.8986130555999999e+01," 55° 26' 50"""," 48° 59' 10"""
1199,36,"Теньковское (Гора Стеньки Разина)",1,3,22,"В 400 м к С от с. Теньки (л.б.р. Мордовка, л.пр.р. Шарманка, пр.пр.р. Волги), на мысу между двумя оврагами.",80,35,2800,,2,,2,7,5,0,2,0,0,0,130,3,1,0,1809,584,584,5.5444041667000000e+01,4.8965763889000002e+01," 55° 26' 39"""," 48° 57' 57"""
821,37,"Карамышихинское",2,3,15,"В 350 м к СЗ от с. Карамышиха, на правом берегу Свияги.
55,5898
48,4806",,,,,,,2,5,1,1,2,0,0,0,129,,1,1,1691,206,206,5.5589799999999997e+01,4.8480600000000003e+01," 55° 35' 23"""," 48° 28' 50"""
820,38,"Карамышихинское",1,3,15,"В 300 м к СЗ от д. Карамышиха (пр.б.р. Свияга), на мысу между двумя глубокими оврагами.
55,5892",70,60,4200,23,2,,2,5,5,0,2,1,0,0,129,3,1,1,1692,205,205,5.5589199999999998e+01,4.8481330556000003e+01," 55° 35' 21"""," 48° 28' 53"""
976,39,"Нижнебарышевское II",2,3,22,"В 800 м к З от д. Нижнее Барышево (пр.б.р. Сухая Улема, пр.пр.р. Свияги), на мысу ""Кала-тау"". [У П.Н. Старостина - Нижнебарышевское селище].",,,,,,,2,1,1,0,4,0,0,0,140,,1,0,1194,361,361,5.5314108333000000e+01,4.8679227777999998e+01," 55° 18' 51"""," 48° 40' 45"""
711,40,"Булым-Булыхчинское II",2,3,8,"В 1 км к ЮЗ от с. и в 200 м к ЮЗ от Булым-Булыхчинского селища I на краю надлуговой террасы. На площади 80 х 40 м АЭ КФАН (А.Х. Халиков) в 1957 г. собрана именьковская керамика.
(Координаты ошибочны)
55,2463
48,7903",80,40,3200,,2,,2,1,1,0,2,0,0,0,139,,1,0,1129,96,96,5.5245316666999997e+01,4.8471508333000003e+01," 55° 14' 43"""," 48° 28' 17"""
625,41,"Апастовское",1,3,8,"В 2 км к С от с. Апастово (л.б.р. Табарка, л.пр.р. Улемы, пр.пр. Свияги), на останце надлуговой террасы у озера Медвежье (Аю-Куль).
55,2101
48,5053",55,45,2475,40,2,,4,4,1,0,4,0,0,0,140,4,1,0,1108,10,10,5.5210099999999997e+01,4.8505299999999998e+01," 55° 12' 36"""," 48° 30' 19"""
674,42,"Бишевское",1,3,8,"На оконечности высокой террасы на южной окраине поселка, на террито-рии предприятия (бывшего пенькового завода), в 300 м от с. (1957 г.). С напольной стороны – кокошникообразный вал (до 5-6 м) и дуговидный заплывший ров. Площадка подтреугольная, культурный слой 5 см. Разрушено при строительстве моста через Свиягу.
Известно с XIX в. Описано АЭ КФАН в 1957 г. (А.Х. Халиков). Раскопки (охранные) в 2002 г. проведены НЦАИ (М.Ш. Галимова).",115,65,7475,6,2,,2,7,1,0,2,0,0,0,139,6,1,1,1117,59,59,5.5232652778000002e+01,4.8458861110999997e+01," 55° 13' 58"""," 48° 27' 32"""
1253,44,"Черки-Бибкеевское I",2,3,14,"В 3,2 км  к  СВ  от с. Черки-Бибкеево (пр.б.р. Свияга), на краю надлуговой террасы. [У П.Н. Старостина - Чирки-Бикеевское I селище].",,,,,,,2,3,1,0,2,0,0,0,139,,1,0,1471,638,638,5.5161086111000003e+01,4.8377352778000002e+01," 55° 9' 40"""," 48° 22' 38"""
1255,45,"Черки-Бибкеевское II",2,3,14,"В 2,7 км к СВ от с. Черки-Бибкеево (пр.б.р. Свияга), между I и II Черки-Бибкеевскими городищами, на краю надлуговой террасы. [У П.Н. Старостина - Чирки-Бикеевское II селище]",,,,,,,2,3,1,0,2,0,0,0,139,,1,0,1472,640,640,5.5153141667000000e+01,4.8376966666999998e+01," 55° 9' 11"""," 48° 22' 37"""
1256,46,"Черки-Бибкеевское III",2,3,14,"В 2,8 км к СВ от с. Черки-Бибкеево (пр.б.р. Свияга), на краю надлуговой террасы, к В от Черки-Бибкеевского I городища. [У П.Н. Старостина - Чирки-Бикеевское III селище]",,,,,,,2,3,1,0,2,0,0,0,139,,1,0,1473,641,641,5.5158191666999997e+01,4.8379455556000003e+01," 55° 9' 29"""," 48° 22' 46"""
1257,47,"Черки-Бибкеевское IV",2,3,14,"В 2,5 км  к ВСВ от с. Черки-Бибкеево (пр.б.р. Свияга) и к Ю от Черки-Бибкеевского II городища, на краю надлуговой террасы. [У П.Н. Старостина - Чирки-Бикеевское IV селище]/",,,,,,,3,1,1,0,2,0,0,0,139,,1,0,1474,642,642,5.5147500000000001e+01,4.8375680555999999e+01," 55° 8' 51"""," 48° 22' 32"""
