"IDMonument","MonNumber","MonName","IDMonType","IDState","IDRegion","MonDescription","MonLength","MonWide","MonSquare","MonLayer","IDSquareType","IDSoilType","IDWaterType","IDRiverReliefType","IDLocalReliefForm","MonDateToTheFort","IDArrangementType","FerrousMetallurgy","NonferrousMetallurgy","Agriculture","IDMapNumber","IDCurrentState","Active","Location Specified","MonTatarCodeNumber","IDMonCultureBelonging","AnotherCultureLayers","MonDecimalLatitude","MonDecimalLongitude","MonLatitude","MonLongitude"
"692","1","Большетарханское","1","3","38","В 4,5 км к ЮВ от с. Большие Тарханы (пр.б.р. Волги) и в 2 км к СВ от п. Тюкаши, на трех сильно вытянутых в сторону Волги мысах ее коренного берега.","1200","600","720000","80","8",,"3","5","5","false","4","true","false","false","149","4","true","true","3105","77","77","54.669011111","48.613580556"," 54° 40' 8"""," 48° 36' 49"""
"693","4","Большетарханское I","2","3","38","На месте I Большетарханской стоянки (в 300 м к ЮЮЗ от с. Большие Тарханы, на правом берегу р. Тарханки). [У П.Н. Старостина - Большетарханское III селище].",,,,,,,"2","1","1","false","3","false","false","false","149",,"true","false",,"78","78","54.69885","48.528752778"," 54° 41' 56"""," 48° 31' 44"""
"694","2","Большетарханское Ia","2","3","38","В 700 м к ЮЗ от с. Большие Тарханы, на левом берегу р. Тарханки, л.пр.р. Кильны, пр.пр.р. Свияги, на краю надлуговой террасы. [У П.Н. Старостина - Большетарханское I селище].","300","100","30000","45","3",,"2","3","1","false","3","false","false","false","149",,"true","false","3097","79","79","54.698180556","48.520522222"," 54° 41' 53"""," 48° 31' 14"""
"695","3","Большетарханское II","2","3","38","В 1 км к ЮЗ от с. Большие Тарханы, на правом берегу р. Тарханки, на мысу надлуговой террасы.","250","120","30000",,"3",,"2","3","7","false","3","true","false","false","149",,"true","false","3098","80","80","54.695055556","48.517552778"," 54° 41' 42"""," 48° 31' 3"""
"696","7","Большетарханское III","3","3","38","На территории с. Большие Тарханы, на правом берегу р. Тарханки.",,,,,,,"2","1","1","false","3","false","false","false","149",,"true","false",,"81","81","54.707736111","48.543208333"," 54° 42' 28"""," 48° 32' 36"""
"697","6","Большетарханское IV","2","3","38","В 1,5-2 км к ЗЮЗ от с. Большие Тарханы, на левом берегу р. Тарханки. [У П.Н. Старостина - Большетарханское V селище].",,,,"45",,,"2","1","1","false","3","false","false","false","149",,"true","false","3100","82","82","54.695366667","48.510555556"," 54° 41' 43"""," 48° 30' 38"""
"698","459","Большетарханское V","3","3","38","На краю надлуговой террасы, на усадьбе Исхакова с. Большие Тарханы.","100","8","800",,"2",,"2","3","1","false","3","false","false","false","149",,"true","false",,"83","83","54.710180556","48.543694444"," 54° 42' 37"""," 48° 32' 37"""
"699","5","Большетарханское VI","2","3","38","В 1-1,2 км к СВ от с. Большие Тарханы, на левом берегу р. Тарханки, на краю террасы реки, на ровной площадке. [У П.Н. Старостина - Большетарханское IV селище].","130","80","10400","45","3",,"2","3","1","false","3","false","false","false","149",,"true","false","3102","84","84","54.725513889","48.542227778"," 54° 43' 32"""," 48° 32' 32"""
"700","209","Большетигановское I","2","3","5","В 0,8 км к Ю от с. Большие Тиганы,  на правом берегу р. Ошняк, левого притока р. Шенталы, на двух широких мысах надлуговой террасы.","300","100","30000","30","3",,"2","3","8","false","3","false","false","false","143",,"true","false","600","85","85","55.116836111","50.137577778"," 55° 7' 1"""," 50° 8' 15"""
"701","210","Большетигановское III","2","3","5","В З км к ЗСЗ  от с. Большие Тиганы, на правом берегу р. Ошняк, на мысу надлуговой террасы.","800","125","100000",,"7",,"6","1","7","false","3","false","false","false","143",,"true","false","602","86","86","55.148852778","50.136847222"," 55° 8' 56"""," 50° 8' 13"""
"702","52","Большефроловское","1","3","14","В 3 км к СЗ  от с. Большое Фролово (пр.б.р. Чирка), на мысу речки. Между первым рвом и вторым валом - площадка 40 x 10-12 м.
55,0517 48,3689","58","33","1914","30","2",,"2","1","1","false","2","false","false","false","139","3","true","true","1383","87","87","55.0517","48.3689"," 55° 3' 6"""," 48° 22' 8"""
"703","53","Большефроловское I","2","3","14","В 3 км к СЗ от с. Большое Фролово (пр.б.р. Чирка), за линией укреплений Большефроловского городища.",,,,,,,"2","1","1","true","2","false","false","false","139",,"true","false","1381","88","88","55.0568","48.3632"," 55° 3' 24"""," 48° 21' 48"""
"704","54","Большефроловское II","2","3","14","В 2 км к СЗ от с. Большое Фролово  (пр.б.р. Чирка).","120","70","8400",,"2",,"2","1","1","false","2","false","false","false","139",,"true","false","1382","89","89","55.0514","48.3703"," 55° 3' 5"""," 48° 22' 13"""
"705","492","Большечулпановское","3","3","32","В 0,4 км к ЮЗ от Большечулпановского поселения (в 0,3 км к ВЮВ от В края с. Большое Чулпаново), на краю надлуговой террасы.","40","30","1200",,"2",,"2","3","1","false","1","false","false","false","160",,"true","false","2349","90","90","54.488261111","50.432694444"," 54° 29' 18"""," 50° 25' 58"""
