name,addr,dat,x,y,status,id
Берляшское поселение III,"Республика Татарстан, Апастовский район, д. Берляш, 0, 7 км к юго-востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.376744444,48.580333331,1,172
Берсут-Сукаченский камень,"Республика Татарстан, Мамадышский район, д. Берсут-Сукаче, 0, 1 км к юго-западу",1-ая пол. XVI в. н.э. ,55.686575001,50.830666664,1,173
Бессонихинская стоянка,"Республика Татарстан, Елабужский район, с. Бессониха, к северо-западу",VI-IV тыс. до н.э. ,55.708814586,51.448506985,1,174
Бетьковское местонахождение,"Республика Татарстан, Рыбно-Слободский район, с. Бетьки, к востоку",IV-II тыс. до н.э.; II тыс. до н.э.,55.521,50.188819441,1,175
Бетьковское местонахождение 'Девичий курган',"Республика Татарстан, Рыбно-Слободский район, с. Бетьки, в селе",II тыс. до н.э.,55.519416667,50.184838886,1,176
Бетьковское селище I,"Республика Татарстан, Рыбно-Слободский район, с. Бетьки, к востоку",XIII- XIV вв. н.э.,55.514241668,50.187252775,1,177
Бетьковское селище II,"Республика Татарстан, Рыбно-Слободский район, с. Бетьки, к югу",X-XIV вв. н.э.,55.511761112,50.157338887,1,178
Биектауский курган,"Республика Татарстан, Рыбно-Слободский район, с. Биек-Тау, к юго-востоку",не определена,55.600511111,50.683602776,1,179
Бикбуловская стоянка,"Республика Татарстан, Мензелинский район, с. Бикбулово, 1, 2 км к северо-востоку от северного конца",II тыс. до н.э. ,55.669577779,53.471316664,1,180
Бикбуловский могильник,"Республика Татарстан, Мензелинский район, с. Бикбулово, 1, 8 км к югу",XIII- XIV вв. н.э. ,55.622086112,53.432538886,1,181
Бикбуловское городище,"Республика Татарстан, Мензелинский район, с. Бикбулово, 0, 7 км к востоку",III в. до н.э. - III в. н.э. ,55.653966668,53.448841664,1,182
Бикбуловское селище I,"Республика Татарстан, Мензелинский район, с. Бикбулово, 1, 6 км к югу",III в. до н.э. - III в. н.э. ,55.625502778,53.432966664,1,183
Бикбуловское селище II,"Республика Татарстан, Мензелинский район, 0, 2 км к югу от Бикбуловского селища I",XIII- XIV вв. н.э. ,55.624047222,53.432538885,1,184
